report_id,event_date,split,state,naics,naics4,trade,narrative,employer_redacted,hospitalised,amputations,loss_of_eye,severity,inspected,event_code,event_title,cause_group,fall_band_osha,nature_code,nature,body_part_code,body_part,source_code,source,secondary_source_code,secondary_source
20241111032,2024-11-27,test,Missouri,237310,2373,"Highway, street and bridge","An employee was walking in a construction area to retrieve a grinder and his tools when a rolled false form collapsed, causing a generator, wood forms, and the employee to fall about 16 feet to the level below. The generator struck the employee's lower leg during the fall, fracturing it. The employee was hospitalized and required surgery to their tibia.",0,1,0,0,Hospitalised,0,4110,Fall to lower level from collapsing structure or equipment unspecified,Fall to lower level,,124,Fractures,523,Lower leg(s),990,"Source, secondary source unspecified",660,"Ground, travel, and support surfaces unspecified"
20241111035,2024-11-27,test,Florida,237310,2373,"Highway, street and bridge",An employee was in an aerial lift to lift supplies from the ground to the bridge deck and contacted overhead power lines when the lift rotated. The employee was electrocuted and was hospitalized.,0,1,0,0,Hospitalised,1,5112,Direct exposure to electricity greater than 220 volts,Electrical,,1532,"Electrocution, electric shock",6,BODY SYSTEMS,4612,"Power lines, transformers, convertors",3435,"Hoists, lifts scissor, telescoping"
20241211082,2024-12-02,test,Illinois,238910,2389,"Other specialty trades (site prep, demolition)","An employee was struck on their right leg by a 6' by 36"" auger attachment. The employee sustained a fractured leg that may require surgery.",0,1,0,0,Hospitalised,1,60,Contact incidents unspecified,Unknown (not usable),,124,Fractures,520,Leg(s) unspecified,4645,Augers except conveyor,990,"Source, secondary source unspecified"
20241211086,2024-12-02,test,Colorado,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was preparing to begin work on the job site when ice fell from the canopy above and struck the employee on the head. The employee sustained a head injury.,0,1,0,0,Hospitalised,0,6439,Struck by other falling object n.e.c.,Struck by or against object,,100,Traumatic injuries or exposures unspecified,10,Head unspecified,9521,"Ice, sleet, snow, hail",990,"Source, secondary source unspecified"
20241211094,2024-12-02,test,Massachusetts,238150,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was unpackaging a crate when the material from the crate fell on them. The employee was hospitalized with a laceration to their arm and a pelvic fracture.,0,1,0,0,Hospitalised,0,6439,Struck by other falling object n.e.c.,Struck by or against object,,124,Fractures,3411,Pelvis,990,"Source, secondary source unspecified",2112,"Boxes, crates, cartons"
20241211104,2024-12-02,test,Missouri,236116,2361,Residential building,Employees were setting trusses on the third level when the trusses collapsed. Five employees fell to the lower level and the structural materials landed on them. Two employees were hospitalized with broken bones and the other three employees were treated and released.,0,2,0,0,Hospitalised,1,4110,Fall to lower level from collapsing structure or equipment unspecified,Fall to lower level,,124,Fractures,990,Part of body unspecified,656,"Trusses, girders, beams structurally attached",6624,Other constructed surface
20241211111,2024-12-02,test,Florida,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was working from a wall walker scaffold when it broke. The employee fell to the ground and sustained a fractured vertebra.,0,1,0,0,Hospitalised,1,4110,Fall to lower level from collapsing structure or equipment unspecified,Fall to lower level,,124,Fractures,320,Exterior and musculoskeletal structures of the back unspecified,6343,Suspended or hanging scaffolds or staging,660,"Ground, travel, and support surfaces unspecified"
20241211118,2024-12-02,test,Colorado,237110,2371,Utility systems,An employee was climbing a 24-foot access ladder when his foot slipped approximately 10 rungs up and he fell to the ground. The employee sustained fractures to his L1 vertebra and right heel.,0,1,0,0,Hospitalised,0,4142,Other fall to lower level 6 to 30 feet,Fall to lower level,,124,Fractures,834,Trunk and other lower extremities,6614,Fixed ladder or fire escape,660,"Ground, travel, and support surfaces unspecified"
20241211124,2024-12-02,test,Pennsylvania,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was working on the jobsite when they were struck by a front-end loader. The employee was hospitalized with a pelvic fracture.,0,1,0,0,Hospitalised,1,2500,Pedestrian struck by vehicle unspecified,Vehicle or mobile equipment,,124,Fractures,3411,Pelvis,3213,"Bucket, front-end, and pay loaders",991,Secondary source not applicable
20241211133,2024-12-02,test,West Virginia,236115,2361,Residential building,"On December 2, 2024, at approximately 9:00 AM, an employee was removing the drive head from an excavator. The drive head shifted and pinched their right hand against the excavator. The employee was hospitalized with crush injuries to the hand.",0,1,0,0,Hospitalised,0,664,Caught or wedged between objects nonrunning,Caught in or crushed,,103,Nonfatal 'crushing' injuries,440,"Hand(s), finger(s) unspecified",4742,Vehicle and machine front attachments,3211,Excavators
20241211144,2024-12-03,test,Alabama,237110,2371,Utility systems,"The injured employee was setting up to install a liner into a sewer mainline using an air inversion system. The reefer truck containing the liner was guided back into position. After the driver exited the truck, the truck rolled back, pinning the injured employee against a boiler truck. The employee sustained multiple fractures and required surgery.",0,1,0,0,Hospitalised,1,655,Struck by rolling powered vehicle or machinery,Vehicle or mobile equipment,,124,Fractures,990,Part of body unspecified,8429,"Trucks with other mounted machinery, equipment n.e.c.",991,Secondary source not applicable
20241211147,2024-12-03,test,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was accessing an attic when the drop-down attic stairs collapsed and they fell to the floor. The employee was hospitalized with a compound fracture to their left leg.,0,1,0,0,Hospitalised,0,4110,Fall to lower level from collapsing structure or equipment unspecified,Fall to lower level,,124,Fractures,520,Leg(s) unspecified,6614,Fixed ladder or fire escape,6624,Other constructed surface
20241211151,2024-12-03,test,Ohio,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was approximately 4 feet up a 10-foot ladder when the ladder slipped out from under them. The employee fell to the snow-covered ground and was hospitalized with a dislocated shoulder, bruised ribs, and a fractured cheek bone.",0,1,0,0,Hospitalised,0,4111,Fall to lower level from collapsing structure or equipment less than 6 feet,Fall to lower level,Under 6 ft,1824,Fractures and soft tissue injuries,813,Head and extremities,730,Portable ladders and stairs unspecified,9521,"Ice, sleet, snow, hail"
20241211161,2024-12-03,test,Texas,237110,2371,Utility systems,"An employee was installing a pipe while approximately 16 feet deep in a trench box. Soil became loose and fell onto the pipe, causing the pipe to move and pin the employee against the trench box wall. The employee suffered abdominal injuries and was hospitalized.",0,1,0,0,Hospitalised,1,640,"Struck by propelled, falling, or suspended object unspecified",Struck by or against object,,100,Traumatic injuries or exposures unspecified,330,Abdomen unspecified,4220,"Pipes, ducts, tubing unspecified",4111,"Dirt, earth, mud"
20241211167,2024-12-03,test,Texas,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was operating a magnetic concrete drill when the drill bit became tangled with the existing rebar on a finished concrete slab. The employee shut the drill off and untangled the drill bit when it unexpectedly jumped. The employee sustained the amputation of their right middle fingertip.,0,0,1,0,Amputation,0,60,Contact incidents unspecified,Unknown (not usable),,1220,"Amputations, avulsions, enucleations unspecified",4421,"Finger or thumb tip(s), nail(s)",3531,"Stationary drills, milling machinery",991,Secondary source not applicable
20241211170,2024-12-03,test,New York,237310,2373,"Highway, street and bridge","An employee was filling gaps in new asphalt on a bridge when a vehicle entered the closed lane and struck the rear passenger side of the dump truck that the employee was standing on. This caused the employee to be splashed with hot AC-20 asphalt, resulting in burns to his hands, face, and right eye. He also fell approximately 4 feet from the back of the truck to the ground.",0,1,0,0,Hospitalised,0,2610,Roadway collision with other vehicle(s) unspecified,Vehicle or mobile equipment,,1520,Thermal burns degree unspecified,813,Head and extremities,8422,Dump trucks,840,"Roadway vehicle motorized, unspecified"
20241211179,2024-12-03,test,Kansas,237110,2371,Utility systems,An employee was in a trench working on a water/sewer line connection when the dirt started to shift and engulfed the employee up to his waist. He was trapped for approximately 1 hour and sustained fractures to the pelvis.,0,1,0,0,Hospitalised,1,632,"Collapse, engulfment open trench or excavation",Caught in or crushed,,124,Fractures,3411,Pelvis,611,"Ditches, channels, trenches, excavations",991,Secondary source not applicable
20241211231,2024-12-05,test,Kansas,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was taking moisture readings in the ceiling while standing on the second rung from the top of a 6-foot A-frame ladder. The employee lost her balance and fell to the floor, resulting in a bruised elbow and five fractured ribs.",0,1,0,0,Hospitalised,0,4141,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,124,Fractures,3112,"Rib(s), oblique area",733,Step ladders,6624,Other constructed surface
20241211236,2024-12-05,test,Texas,236220,2362,Non-residential building,"Employees were troubleshooting an inverter when an arc flash occurred. Two employees sustained second- and third-degree burns to their chest, throat, arms, and hands.",0,2,0,0,Hospitalised,1,513,Exposure to electric arc,Electrical,,1531,Electrical burns any degree,899,Multiple body parts n.e.c.,4612,"Power lines, transformers, convertors",991,Secondary source not applicable
20241211241,2024-12-05,test,Kansas,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was moving a ceiling tile to install a new cable above a ceiling when they contacted a 120-volt electrical current. They fell four feet from a ladder to the floor, striking their head. The employee sustained a head injury.",0,1,0,0,Hospitalised,0,4121,Fall to lower level resulting from exposure or contact less than 6 feet,Fall to lower level,Under 6 ft,100,Traumatic injuries or exposures unspecified,10,Head unspecified,730,Portable ladders and stairs unspecified,4610,Electric parts unspecified
20241211245,2024-12-05,test,Texas,238210,2382,"Building equipment (electrical, plumbing, HVAC)","A temporary employee was extended 24 feet in a telescopic mast lift when the lift drove over a hole that had previously been filled with soil. The tires sank in the soil, causing the lift to tip over. The employee fell with the lift to the concrete floor. The employee was hospitalized with bruising to his head, face, and the left side of his body, as well as broken teeth, a fractured jaw, a fractured left arm, and a dislocated left finger. He required surgery. The employee was wearing PPE and fall protection was in place at the time.",0,1,0,0,Hospitalised,1,2731,Nonroadway noncollision vehicle overturn,Vehicle or mobile equipment,,1824,Fractures and soft tissue injuries,813,Head and extremities,3435,"Hoists, lifts scissor, telescoping",6622,"Existing opening, hole in constructed surface"
20241211246,2024-12-05,test,Texas,238210,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was using a compact hammer to nail down a rebar stake when his left index finger was crushed by the hammer. The employee was hospitalized and sustained a medical amputation to the finger bone.,0,0,1,0,Amputation,0,6611,Injured by object held or wielded by person,Struck by or against object,,1221,Amputations involving bone loss,4429,Other finger(s) n.e.c.,7157,"Other hammers, mallets",991,Secondary source not applicable
20241211248,2024-12-05,test,Alabama,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","On December 5, 2024, an employee was pouring hot asphalt from a kettle into a lugger using a flex hose. The pump was activated and the flex hose kicked out of the lugger lid. The employee was splashed with hot asphalt on the left side of their face and neck, resulting in burns.",0,1,0,0,Hospitalised,0,533,Contact with hot objects or substances,"Fire, explosion or burn",,1520,Thermal burns degree unspecified,811,Head and neck,4161,"Asphalt, tar unmolded",991,Secondary source not applicable
20241211250,2024-12-05,test,Texas,237990,2379,Other heavy and civil,"An employee was removing concrete and rock debris from a paving machine when the side form vertical cylinder of the machine dropped, crushing his right hand. The employee sustained a fractured ring finger and amputation of the little finger. The employee required surgery.",0,0,1,0,Amputation,0,652,"Struck by running powered equipment during maintenance, cleaning, testing",Struck by or against object,,1221,Amputations involving bone loss,4429,Other finger(s) n.e.c.,3262,"Concrete paving machines, pavers",991,Secondary source not applicable
20241211251,2024-12-05,test,Connecticut,236220,2362,Non-residential building,"An employee was repairing a damaged load cover on a triaxle dump truck in which the right side of the load cover assembly was not raising up. The employee manually pushed up on the cylinder arm of the assembly, but the roller bar was stuck against two screws at the top of the tailgate. While standing on an 8-foot step ladder, the employee released the roller bar, causing it to rapidly spin due to spring tension inside the bar. The roller bar struck the employee's hand, crushing and lacerating his right index, middle, and ring fingers.",0,1,0,0,Hospitalised,0,664,Caught or wedged between objects nonrunning,Caught in or crushed,,103,Nonfatal 'crushing' injuries,4429,Other finger(s) n.e.c.,8422,Dump trucks,4729,Exterior vehicle and machine parts n.e.c.
20241211252,2024-12-05,test,Texas,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was working on a roof repair when the metal decking underneath the concrete roof deck gave way and they fell 12 feet through the roof to the ground below. The employee sustained a fractured right hip.,0,1,0,0,Hospitalised,1,4112,Fall to lower level from collapsing structure or equipment 6 to 30 feet,Fall to lower level,,124,Fractures,51,Hip joint(s),6532,Roof surface,660,"Ground, travel, and support surfaces unspecified"
20241211265,2024-12-06,test,New York,236220,2362,Non-residential building,"An employee was fixing a bracket and piston on a trailer that was attached to a truck. The employee was holding a hydraulic cylinder, trying to get it to reach the bracket on the trailer but it was approximately 3/4"" short. The employee used the hydraulic lever on the side of the trailer to raise the cylinder the needed distance and the cylinder caught their left middle finger between the trailer and the bracket. The employee sustained amputation of the left middle finger.",0,0,1,0,Amputation,1,652,"Struck by running powered equipment during maintenance, cleaning, testing",Struck by or against object,,1221,Amputations involving bone loss,4429,Other finger(s) n.e.c.,8430,Trucks unspecified,4631,Hydraulic and pressurized cylinders
20241211272,2024-12-06,test,Georgia,237310,2373,"Highway, street and bridge","An employee was working on the protected side of a jersey barrier when a metal pipe (10 feet x 6 inches) fell off a passing commercial truck. The pipe was struck by another passing vehicle and was launched over the barrier. The employee was struck by the pipe, resulting in a fractured pelvis.",0,1,0,0,Hospitalised,0,2511,Pedestrian struck by vehicle or object propelled by another vehicle in road work zone,Vehicle or mobile equipment,,124,Fractures,3411,Pelvis,840,"Roadway vehicle motorized, unspecified",4223,"Pipes, tubes metal"
20241211283,2024-12-06,test,Alabama,238320,2383,"Building finishing (drywall, painting, flooring)",An employee was unmasking piping when a black liquid overflowed and splashed onto them. The employee suffered burns to both feet and thighs.,0,1,0,0,Hospitalised,0,533,Contact with hot objects or substances,"Fire, explosion or burn",,1520,Thermal burns degree unspecified,5829,Foot(feet) and leg(s) n.e.c.,10,Chemicals and hazardous materials unspecified,991,Secondary source not applicable
20241211290,2024-12-06,test,Florida,238320,2383,"Building finishing (drywall, painting, flooring)","An employee was working on a balcony edge. They stepped into a gap between the balcony edge and the swing stage scaffold and landed on the ground below. The employee sustained fractures to their left wrist and ribs, as well as a contusion to the right shoulder.",0,1,0,0,Hospitalised,0,4140,Other fall to lower level unspecified,Fall to lower level,,124,Fractures,833,Trunk and other upper extremities,6343,Suspended or hanging scaffolds or staging,660,"Ground, travel, and support surfaces unspecified"
20241211295,2024-12-06,test,Florida,237310,2373,"Highway, street and bridge",An employee was picking up tree branches along the side of the highway when they were struck by a tree trimming machine. The employee was hospitalized with fractures to their ribs and a tibia.,0,1,0,0,Hospitalised,1,2510,Pedestrian struck by vehicle in road work zone unspecified,Vehicle or mobile equipment,,124,Fractures,834,Trunk and other lower extremities,3239,Logging and wood processing machinery n.e.c.,991,Secondary source not applicable
20241211302,2024-12-07,test,Florida,238190,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was disassembling a scaffold. He disconnected his yoyo from the front of the scaffold, lost his balance, and fell 15 feet to the ground along with the part of the scaffold they had lifted. The employee was hospitalized with a head laceration and three broken ribs.",0,1,0,0,Hospitalised,1,4142,Other fall to lower level 6 to 30 feet,Fall to lower level,,124,Fractures,3112,"Rib(s), oblique area",6340,"Scaffolds, staging unspecified",9222,Fall protection equipment
20241211319,2024-12-08,test,New York,238910,2389,"Other specialty trades (site prep, demolition)","An employee was attempting to adjust the bearing on a milling machine that had just been loaded onto a trailer when his right little fingertip was crushed, resulting in an amputation.",0,1,1,0,Amputation,1,664,Caught or wedged between objects nonrunning,Caught in or crushed,,1220,"Amputations, avulsions, enucleations unspecified",4421,"Finger or thumb tip(s), nail(s)",3265,"Milling machines, cold planers, and road profilers",990,"Source, secondary source unspecified"
20241211320,2024-12-08,test,Oklahoma,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was welding the material on the edge of a metal roof and lost balance. The employee fell 15 feet from the flat roof to the ground. The employee was wearing a harness but it was not connected at the time of the fall. The employee sustained broken bones.,0,1,0,0,Hospitalised,1,4142,Other fall to lower level 6 to 30 feet,Fall to lower level,,124,Fractures,990,Part of body unspecified,6532,Roof surface,9222,Fall protection equipment
20241211325,2024-12-08,test,Massachusetts,238290,2382,"Building equipment (electrical, plumbing, HVAC)","A T-shaped stainless steel vacuum header was being rigged to forks using straps. After the pipe was lifted, an employee was moving to rotate the header when the strap slipped off the fork. The pipe fell onto the employee's right big toe and second toe, causing multiple fractures.",0,1,0,0,Hospitalised,0,6439,Struck by other falling object n.e.c.,Struck by or against object,,124,Fractures,542,"Toes(s), toenail(s)",4223,"Pipes, tubes metal",990,"Source, secondary source unspecified"
20241211336,2024-12-09,test,Wisconsin,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","On December 9, 2024, an employee was rolling out a new membrane on a roof when a clamp slipped off, causing the employee to lose balance and fall from the the roof to the ground. The employee was hospitalized with a fractured left elbow, fractured vertebra, dislocated right heel, and a dislocated right wrist.",0,1,0,0,Hospitalised,1,4140,Other fall to lower level unspecified,Fall to lower level,,1824,Fractures and soft tissue injuries,899,Multiple body parts n.e.c.,6532,Roof surface,660,"Ground, travel, and support surfaces unspecified"
20241211337,2024-12-09,test,West Virginia,238190,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee of [EMPLOYER], was standing on a wood joist, part of a mezzanine structure that was being demolished. When the plywood sheet over the joist was removed, the joist fell, causing the employee to fall to the concrete floor about 12 feet below. The employee was hospitalized, having suffered fractures to the lower back above the tailbone, a broken bone on the back of the shoulder, and a skull fracture around the ear toward the back of the head. Fall protection was not being worn at the time of the incident.",1,1,0,0,Hospitalised,1,4112,Fall to lower level from collapsing structure or equipment 6 to 30 feet,Fall to lower level,,124,Fractures,899,Multiple body parts n.e.c.,656,"Trusses, girders, beams structurally attached",9222,Fall protection equipment
20241211338,2024-12-09,test,Illinois,236115,2361,Residential building,A subcontractor employee was doing roof repair work. He fell from the roof to the ground and suffered a skull fracture and a concussion. The employee was hospitalized.,0,1,0,0,Hospitalised,1,4140,Other fall to lower level unspecified,Fall to lower level,,1111,Intracranial injuries with skull fractures,111,Brain,6532,Roof surface,660,"Ground, travel, and support surfaces unspecified"
20241211343,2024-12-09,test,Ohio,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was doing masonry work from a scaffold system. The employee fell six feet from the scaffold to the concrete ground, suffering a head injury, a fractured skull, and a broken collarbone.",0,1,0,0,Hospitalised,0,4142,Other fall to lower level 6 to 30 feet,Fall to lower level,,1111,Intracranial injuries with skull fractures,111,Brain,6340,"Scaffolds, staging unspecified",6624,Other constructed surface
20241211348,2024-12-09,test,Texas,236220,2362,Non-residential building,An employee was conducting pressure/quality testing on an underground utility line. The employee came into contact with an overhead power line and was shocked. The employee was hospitalized.,0,1,0,0,Hospitalised,1,5112,Direct exposure to electricity greater than 220 volts,Electrical,,1532,"Electrocution, electric shock",6,BODY SYSTEMS,4612,"Power lines, transformers, convertors",991,Secondary source not applicable
20241211383,2024-12-09,test,Texas,237120,2371,Utility systems,"Two employees were sliding a floor grate toward the front of a chiller. When the grate reached the middle of the unit, two additional employees began lifting it over a gap. The grate became stuck and the injured employee went to the front of the chiller, released the obstruction, and began to move away. The grate (still being pushed forward) struck his lower left leg, pinning it against the chiller frame and breaking the tibia.",0,1,0,0,Hospitalised,0,6612,Injured by object pushed or pulled by person,Struck by or against object,,124,Fractures,523,Lower leg(s),4233,"Panels, sheets, plates metal",5721,"Co-worker, supervisor current"
20241211388,2024-12-10,test,New York,236116,2361,Residential building,"An employee was working on a roof. He held onto two scaffold pipes when he suffered an electrical shock and fell on his back onto the roof surface, resulting in a dislocated and fractured shoulder and right wrist.",0,1,0,0,Hospitalised,1,4319,Fall on same level n.e.c.,"Slip, trip or same-level fall",,1824,Fractures and soft tissue injuries,485,Shoulder(s) and wrist(s),6532,Roof surface,4610,Electric parts unspecified
20241211390,2024-12-10,test,New York,237110,2371,Utility systems,"The injured employee was connecting a new water pipe to the water main on the sidewalk. Other employees pushed the 13-inch water pipe at the other end, and the injured employee's right middle finger was caught between the water pipe and the water main, resulting in amputation. The employee also sustained a laceration to their right ring finger.",0,0,1,0,Amputation,1,6612,Injured by object pushed or pulled by person,Struck by or against object,,1221,Amputations involving bone loss,4429,Other finger(s) n.e.c.,4220,"Pipes, ducts, tubing unspecified",5721,"Co-worker, supervisor current"
20241211393,2024-12-10,test,Florida,236210,2362,Non-residential building,"An employee was drilling holes in a metal plate when his glove got caught in the drill bit, resulting in a dislocated ring finger with a torn tendon.",0,1,0,0,Hospitalised,0,653,"Caught, entangled in running powered equipment normal operation",Caught in or crushed,,148,Multiple soft tissue injuries,4429,Other finger(s) n.e.c.,7112,"Drills, braces, drivers",9217,"Gloves, handguards except disposable, electric insulating"
20241211399,2024-12-10,test,Florida,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",A crew was moving a radial stacker. One of them was moving an electric cable when an excavator struck his abdomen with its teeth. He was hospitalized with a puncture wound to the left side of the abdomen that resulted in damage to muscle tissue.,0,1,0,0,Hospitalised,0,659,Struck by running powered equipment n.e.c.,Struck by or against object,,132,"Cuts, lacerations, punctures without injury to internal structures",330,Abdomen unspecified,3211,Excavators,4742,Vehicle and machine front attachments
20241211409,2024-12-10,test,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was searching for live electrical wires in a yard. There was an electrical flash and the employee's left hand and fingers were burned.,0,1,0,0,Hospitalised,0,513,Exposure to electric arc,Electrical,,1531,Electrical burns any degree,448,Hand(s) and finger(s),4611,Electrical wiring building or machine,990,"Source, secondary source unspecified"
20241211414,2024-12-10,test,Texas,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was on a ladder inside a ceiling grid to strip a live electrical wire. The wire stripper he was holding contacted the live wire, resulting in a shock that caused him to fall from the ladder. The employee suffered a dislocated and broken left shoulder as well as second- and third-degree burns on his left finger.",0,1,0,0,Hospitalised,0,4120,Fall to lower level resulting from exposure or contact unspecified,Fall to lower level,,189,Other multiple traumatic injuries n.e.c.,489,Multiple upper extremities locations n.e.c.,730,Portable ladders and stairs unspecified,4611,Electrical wiring building or machine
20241211418,2024-12-10,test,Texas,237990,2379,Other heavy and civil,An employee was closing a latch to a steel form used to make concrete structures. The employee's finger was caught in a pinch point and was partially amputated.,0,0,1,0,Amputation,0,664,Caught or wedged between objects nonrunning,Caught in or crushed,,1220,"Amputations, avulsions, enucleations unspecified",4429,Other finger(s) n.e.c.,659,Structural elements n.e.c.,991,Secondary source not applicable
20241211420,2024-12-10,test,Texas,237120,2371,Utility systems,"An employee was walking on level, grassy ground when he suffered a broken left knee at the distal end of the femur. He was hospitalized and required surgery.",0,1,0,0,Hospitalised,0,736,"Walking, without other incident",Other,,124,Fractures,522,Knee(s),562,"Bodily motion or position of injured, ill worker",991,Secondary source not applicable
20241211422,2024-12-10,test,Texas,236210,2362,Non-residential building,An employee was handing materials to the operator of a skid steer. The skid steer moved forward and ran over the employee's right foot. The employee suffered a broken tibia and a broken metatarsal.,0,1,0,0,Hospitalised,0,2532,Pedestrian struck by forward-moving vehicle in nonroadway area,Vehicle or mobile equipment,,124,Fractures,5829,Foot(feet) and leg(s) n.e.c.,3222,"Skid-steer loaders, mini loaders",991,Secondary source not applicable
20241211423,2024-12-10,test,Nebraska,237310,2373,"Highway, street and bridge","An 18-foot-tall scaffold collapsed onto an employee, who was hit by concrete masonry unit blocks that had been sitting on the scaffold. The employee suffered a broken skull, right hip, and nose, as well as head lacerations and swelling in the right shoulder.",0,1,0,0,Hospitalised,1,634,"Collapse, engulfment building or structure",Caught in or crushed,,124,Fractures,813,Head and extremities,6340,"Scaffolds, staging unspecified",4212,Structural blocks stone and masonry
20241211435,2024-12-10,test,Massachusetts,238310,2383,"Building finishing (drywall, painting, flooring)","An employee was on a mobile scaffold when its wheel caught on a depression in the floor. The scaffold toppled over and the employee fell, suffering fractures to their ribs and shoulder as well as head injuries.",0,1,0,0,Hospitalised,1,4110,Fall to lower level from collapsing structure or equipment unspecified,Fall to lower level,,124,Fractures,833,Trunk and other upper extremities,6342,Self-supporting scaffolds or staging,6623,Constructed surface irregularity
20241211968,2024-12-10,test,New York,238990,2389,"Other specialty trades (site prep, demolition)","On 12/10/2024, an employee was moving a die casting into the press machine with an overhead crane when the die casting jammed his left little finger into the machine and it was surgically amputated.",0,0,1,0,Amputation,1,6449,Struck by suspended or swinging objects n.e.c.,Struck by or against object,,1221,Amputations involving bone loss,4429,Other finger(s) n.e.c.,4643,"Dies, molds, patterns",3426,"Cranes gantry, overhead, monorail, container"
20241211454,2024-12-11,test,Connecticut,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",Employees were disassembling an oscillator. The injured employee was holding the hydraulic hose. When it was disconnected it struck him on the left side of his face and fractured his left orbital bone. The employee was hospitalized.,0,1,0,0,Hospitalised,0,60,Contact incidents unspecified,Unknown (not usable),,124,Fractures,122,Eye(s),4632,"Hydraulic and pressurized hoses, lines",990,"Source, secondary source unspecified"
20241211456,2024-12-11,test,Florida,238910,2389,"Other specialty trades (site prep, demolition)",Employees were putting in utilities during phase one of a subdivision construction/development. An employee was guiding a pipe that was being lowered/lifted into the ground by a backhoe. The pipe was attached to the backhoe with a chain. The employee's right hand was caught between the chain and the pipe. Their ring finger sustained a severe laceration/avulsion(s) requiring hospitalization and surgery.,0,1,0,0,Hospitalised,0,6449,Struck by suspended or swinging objects n.e.c.,Struck by or against object,,1222,"Avulsions, enucleations without bone loss",4429,Other finger(s) n.e.c.,4220,"Pipes, ducts, tubing unspecified",3212,"Backhoes, trackhoes"
20241211460,2024-12-11,test,Colorado,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was hooked into a form system approximately 26 feet above the ground. They were hanging hoses onto concrete wall hooks on the form and turned to grab a hose from another employee standing on scaffolding approximately 10 feet below. The employee's positioning hook broke, causing the employee to fall to the ground, sustaining a fractured wrist and bruised buttocks.",0,1,0,0,Hospitalised,0,4112,Fall to lower level from collapsing structure or equipment 6 to 30 feet,Fall to lower level,,124,Fractures,43,Wrist(s),659,Structural elements n.e.c.,9222,Fall protection equipment
20241211462,2024-12-11,test,Texas,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","Employees were moving a large wooden truss section on a 4-wheel dolly. A dolly wheel fell into a hole in the floor, which caused the truss to shift and strike the injured employee. The employee sustained a broken leg and finger.",0,1,0,0,Hospitalised,0,6612,Injured by object pushed or pulled by person,Struck by or against object,,124,Fractures,849,Upper and lower extremities n.e.c.,2133,"Utility carts, hand trucks, dollies",6622,"Existing opening, hole in constructed surface"
20241211465,2024-12-11,test,Ohio,237310,2373,"Highway, street and bridge","An employee was operating a rotary saw to cut a 15-inch concrete pipe when the saw blade became pinched in the pipe. The saw then kicked back and struck his face, resulting in lacerations.",0,1,0,0,Hospitalised,1,651,"Struck by running powered equipment irregular movement, kick back",Struck by or against object,,132,"Cuts, lacerations, punctures without injury to internal structures",120,Ears and facial region unspecified,7122,Saws except chainsaws,991,Secondary source not applicable
20241211488,2024-12-12,test,Pennsylvania,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was working from a bucket approximately 75 feet above the ground while replacing the wiring in non-energized overhead powerlines. The bucket was being lowered when it snagged one of the wires, causing momentary wire tension. The wire then snapped back and struck the employee's chin and throat area, resulting in a torn esophagus that required hospitalization.",0,1,0,0,Hospitalised,0,6420,Struck by propelled object or substance unspecified,Struck by or against object,,1232,"Closed trauma involving internal organs, major blood vessels",22,Internal neck structures,4612,"Power lines, transformers, convertors",3430,"Elevators, hoists, lifts unspecified"
