"row_id","project_id","cost_code","period_month","budgeted_cost","earned_value","actual_cost","cpi","spi"
"COST000870","PRJ022","MAT-FIN","2024-12-01","8300000","7330321","8571373","0.86","0.88"
"COST000871","PRJ022","EQP-EARTH","2025-01-01","5400000","5558570","5922496","0.94","1.03"
"COST000872","PRJ022","SUB-STRC","2025-02-01","8600000","7952265","9362586","0.85","0.92"
"COST000873","PRJ022","MAT-STEEL","2025-03-01","9900000","6506648","13020354","0.5","0.66"
"COST000874","PRJ022","OVH-QA","2025-04-01","16700000","16932715","14836986","1.14","1.01"
"COST000875","PRJ022","OVH-ADM","2025-05-01","8200000","8655603","8135831","1.06","1.06"
"COST000876","PRJ022","LAB-MEP","2025-06-01","11500000","12015716","11109436","1.08","1.04"
"COST000877","PRJ022","MAT-CEM","2025-07-01","800000","741471","863456","0.86","0.93"
"COST000878","PRJ022","MAT-BLK","2025-08-01","12400000","12428554","11818880","1.05","1"
"COST000879","PRJ022","EQP-PUMP","2025-09-01","1800000","1889559","1814914","1.04","1.05"
"COST000880","PRJ022","EQP-SCAF","2025-10-01","16300000","15103359","16286079","0.93","0.93"
"COST000881","PRJ023","LAB-SAF","2026-08-01","1300000","1146791","1410489","0.81","0.88"
"COST000882","PRJ023","MAT-AGG","2026-09-01","8900000","9520536","9693936","0.98","1.07"
"COST000883","PRJ023","EQP-CRANE","2024-10-01","1400000","1332985","1332154","1","0.95"
"COST000884","PRJ023","EQP-GEN","2024-11-01","16700000","15627159","15237341","1.03","0.94"
"COST000885","PRJ023","SUB-MEP","2024-12-01","12000000","12319103","10922829","1.13","1.03"
"COST000886","PRJ023","MAT-STEEL","2025-01-01","9500000","7080315","12669926","0.56","0.75"
"COST000887","PRJ023","OVH-HSE","2025-02-01","10900000","9956816","10342511","0.96","0.91"
"COST000888","PRJ023","LAB-CARP","2025-03-01","13700000","13645116","14261779","0.96","1"
"COST000889","PRJ023","LAB-FIN","2025-04-01","11300000","10877887","11681010","0.93","0.96"
"COST000890","PRJ023","MAT-STEEL","2025-05-01","1300000","1318177","1149886","1.15","1.01"
"COST000891","PRJ023","MAT-FIN","2025-06-01","7400000","7025237","6718648","1.05","0.95"
"COST000892","PRJ023","EQP-EARTH","2025-07-01","11700000","11825848","12246973","0.97","1.01"
"COST000893","PRJ023","SUB-STRC","2025-08-01","11000000","10457348","9863346","1.06","0.95"
"COST000894","PRJ023","SUB-WTR","2025-09-01","3800000","3880509","4175287","0.93","1.02"
"COST000895","PRJ023","EQP-CRANE","2025-10-01","1700000","1194287","2248073","0.53","0.7"
"COST000896","PRJ023","OVH-ADM","2025-11-01","5600000","5802698","5908047","0.98","1.04"
"COST000897","PRJ023","LAB-MEP","2025-12-01","16700000","14854671","15197598","0.98","0.89"
"COST000898","PRJ023","MAT-CEM","2026-01-01","4400000","4172424","4502251","0.93","0.95"
"COST000899","PRJ023","MAT-BLK","2026-02-01","12900000","12422092","11766636","1.06","0.96"
"COST000900","PRJ023","EQP-PUMP","2026-03-01","10100000","9781760","10510283","0.93","0.97"
"COST000901","PRJ023","EQP-SCAF","2026-04-01","16500000","16166194","15549596","1.04","0.98"
"COST000902","PRJ023","SUB-FACADE","2026-05-01","2500000","2541399","2436050","1.04","1.02"
"COST000903","PRJ023","OVH-SITE","2026-06-01","16100000","16373005","15054008","1.09","1.02"
"COST000904","PRJ023","SUB-STRC","2026-07-01","8500000","6576557","10550985","0.62","0.77"
"COST000905","PRJ023","LAB-REBR","2026-08-01","12200000","11309904","13282890","0.85","0.93"
"COST000906","PRJ023","LAB-SAF","2026-09-01","9200000","9771932","8519428","1.15","1.06"
"COST000907","PRJ023","MAT-AGG","2024-10-01","5900000","5975406","5617157","1.06","1.01"
"COST000908","PRJ023","EQP-CRANE","2024-11-01","8300000","7337564","7822697","0.94","0.88"
"COST000909","PRJ023","EQP-GEN","2024-12-01","17000000","18218674","15324715","1.19","1.07"
"COST000910","PRJ023","SUB-MEP","2025-01-01","12600000","11907549","11492051","1.04","0.95"
"COST000911","PRJ023","SUB-EXT","2025-02-01","1700000","1707006","1655715","1.03","1"
"COST000912","PRJ023","OVH-HSE","2025-03-01","11900000","12158891","11937259","1.02","1.02"
"COST000913","PRJ023","MAT-STEEL","2025-04-01","8500000","5529832","10518921","0.53","0.65"
"COST000914","PRJ023","LAB-FIN","2025-05-01","11800000","12612830","11504850","1.1","1.07"
"COST000915","PRJ023","MAT-STEEL","2025-06-01","2100000","2042745","1954841","1.04","0.97"
"COST000916","PRJ023","MAT-FIN","2025-07-01","5900000","5438407","6329662","0.86","0.92"
"COST000917","PRJ023","EQP-EARTH","2025-08-01","13800000","13669514","12510490","1.09","0.99"
"COST000918","PRJ023","SUB-STRC","2025-09-01","16300000","14855897","15776236","0.94","0.91"
"COST000919","PRJ023","SUB-WTR","2025-10-01","3200000","3354060","2874304","1.17","1.05"
"COST000920","PRJ023","OVH-QA","2025-11-01","7200000","7654948","7427933","1.03","1.06"
"COST000921","PRJ024","EQP-PUMP","2026-09-01","14000000","14381794","14397031","1","1.03"
"COST000922","PRJ024","EQP-SCAF","2024-10-01","1800000","1750534","1729310","1.01","0.97"
"COST000923","PRJ024","SUB-FACADE","2024-11-01","11200000","10716040","10073655","1.06","0.96"
"COST000924","PRJ024","OVH-SITE","2024-12-01","5900000","5500664","6295613","0.87","0.93"
"COST000925","PRJ024","OVH-UTIL","2025-01-01","11000000","11110956","11605155","0.96","1.01"
"COST000926","PRJ024","MAT-STEEL","2025-02-01","6000000","4264412","7704405","0.55","0.71"
"COST000927","PRJ024","LAB-SAF","2025-03-01","6000000","5887837","6434160","0.92","0.98"
"COST000928","PRJ024","MAT-AGG","2025-04-01","11200000","11153351","11711278","0.95","1"
"COST000929","PRJ024","EQP-CRANE","2025-05-01","6400000","6561952","5851717","1.12","1.03"
"COST000930","PRJ024","EQP-GEN","2025-06-01","14400000","14658514","14711205","1","1.02"
"COST000931","PRJ024","SUB-MEP","2025-07-01","15200000","16274244","16127593","1.01","1.07"
"COST000932","PRJ024","SUB-EXT","2025-08-01","5900000","5205595","6247460","0.83","0.88"
"COST000933","PRJ024","OVH-HSE","2025-09-01","16900000","16737999","16745769","1","0.99"
"COST000934","PRJ024","LAB-CARP","2025-10-01","13300000","13461106","13028492","1.03","1.01"
"COST000935","PRJ024","EQP-CRANE","2025-11-01","2500000","1600574","3322678","0.48","0.64"
"COST000936","PRJ024","MAT-STEEL","2025-12-01","8100000","7263263","8433346","0.86","0.9"
"COST000937","PRJ024","MAT-FIN","2026-01-01","7500000","7567829","7423583","1.02","1.01"
"COST000938","PRJ024","EQP-EARTH","2026-02-01","2800000","2969369","3076929","0.97","1.06"
"COST000939","PRJ024","SUB-STRC","2026-03-01","10400000","9394516","10223597","0.92","0.9"
"COST000940","PRJ024","SUB-WTR","2026-04-01","15600000","14198634","16223300","0.88","0.91"
"COST000941","PRJ024","OVH-QA","2026-05-01","11600000","10306710","11159832","0.92","0.89"
"COST000942","PRJ024","OVH-ADM","2026-06-01","800000","744049","763549","0.97","0.93"
"COST000943","PRJ024","LAB-MEP","2026-07-01","4200000","4130912","4431103","0.93","0.98"
"COST000944","PRJ024","SUB-STRC","2026-08-01","11000000","6911714","14675686","0.47","0.63"
"COST000945","PRJ024","MAT-BLK","2026-09-01","8100000","7887549","7477543","1.05","0.97"
"COST000946","PRJ024","EQP-PUMP","2024-10-01","12600000","13312862","11987159","1.11","1.06"
"COST000947","PRJ024","EQP-SCAF","2024-11-01","16600000","15432646","16215309","0.95","0.93"
"COST000948","PRJ024","SUB-FACADE","2024-12-01","13200000","14227747","12036514","1.18","1.08"
"COST000949","PRJ024","OVH-SITE","2025-01-01","12600000","11809599","13181897","0.9","0.94"
"COST000950","PRJ024","OVH-UTIL","2025-02-01","3400000","3175451","3685482","0.86","0.93"
"COST000951","PRJ024","LAB-REBR","2025-03-01","9700000","9980806","10449866","0.96","1.03"
"COST000952","PRJ024","LAB-SAF","2025-04-01","8900000","9523554","8701892","1.09","1.07"
"COST000953","PRJ024","MAT-STEEL","2025-05-01","17700000","13238085","22405688","0.59","0.75"
"COST000954","PRJ024","EQP-CRANE","2025-06-01","5700000","5591587","5422037","1.03","0.98"
"COST000955","PRJ024","EQP-GEN","2025-07-01","14000000","13529518","12369831","1.09","0.97"
"COST000956","PRJ024","SUB-MEP","2025-08-01","1800000","1855686","1615868","1.15","1.03"
"COST000957","PRJ024","SUB-EXT","2025-09-01","1100000","1003118","1102698","0.91","0.91"
"COST000958","PRJ024","OVH-HSE","2025-10-01","2400000","2506798","2189687","1.14","1.04"
"COST000959","PRJ024","LAB-CARP","2025-11-01","9200000","9478118","9315803","1.02","1.03"
"COST000960","PRJ024","LAB-FIN","2025-12-01","6000000","5434826","6132729","0.89","0.91"
"COST000961","PRJ025","SUB-WTR","2024-10-01","12600000","12171887","11264072","1.08","0.97"
"COST000962","PRJ025","OVH-QA","2024-11-01","15900000","16252934","16082453","1.01","1.02"
"COST000963","PRJ025","OVH-ADM","2024-12-01","10700000","10819210","9580417","1.13","1.01"
"COST000964","PRJ025","LAB-MEP","2025-01-01","14700000","14797313","13782716","1.07","1.01"
"COST000965","PRJ025","MAT-CEM","2025-02-01","5800000","5305435","5396127","0.98","0.91"
"COST000966","PRJ025","MAT-STEEL","2025-03-01","8100000","6152823","11083620","0.56","0.76"
"COST000967","PRJ025","EQP-PUMP","2025-04-01","12000000","11684747","10798292","1.08","0.97"
"COST000968","PRJ025","EQP-SCAF","2025-05-01","5200000","5127370","4594740","1.12","0.99"
"COST000969","PRJ025","SUB-FACADE","2025-06-01","4200000","4465097","4608413","0.97","1.06"
"COST000970","PRJ025","OVH-SITE","2025-07-01","12200000","12762264","11599245","1.1","1.05"
"COST000971","PRJ025","OVH-UTIL","2025-08-01","14600000","15486692","13621943","1.14","1.06"
"COST000972","PRJ025","LAB-REBR","2025-09-01","1600000","1534839","1691484","0.91","0.96"
"COST000973","PRJ025","LAB-SAF","2025-10-01","3400000","3466211","3169774","1.09","1.02"
"COST000974","PRJ025","MAT-AGG","2025-11-01","3800000","3444773","3458389","1","0.91"
"COST000975","PRJ025","EQP-CRANE","2025-12-01","3100000","2099332","3776545","0.56","0.68"
"COST000976","PRJ025","EQP-GEN","2026-01-01","3100000","3331212","2955820","1.13","1.07"
"COST000977","PRJ025","SUB-MEP","2026-02-01","1000000","1045229","979258","1.07","1.05"
"COST000978","PRJ025","SUB-EXT","2026-03-01","2400000","2381486","2164582","1.1","0.99"
"COST000979","PRJ025","OVH-HSE","2026-04-01","11300000","11443635","10691992","1.07","1.01"
"COST000980","PRJ025","LAB-CARP","2026-05-01","9300000","8828732","9399023","0.94","0.95"
"COST000981","PRJ025","LAB-FIN","2026-06-01","10700000","10786736","11216884","0.96","1.01"
"COST000982","PRJ025","MAT-STEEL","2026-07-01","14200000","15214548","13421901","1.13","1.07"
"COST000983","PRJ025","MAT-FIN","2026-08-01","16800000","16720957","15374496","1.09","1"
"COST000984","PRJ025","SUB-STRC","2026-09-01","3700000","2675166","4811565","0.56","0.72"
"COST000985","PRJ025","SUB-STRC","2024-10-01","13200000","13010667","13169941","0.99","0.99"
"COST000986","PRJ025","SUB-WTR","2024-11-01","5400000","5653477","5813290","0.97","1.05"
"COST000987","PRJ025","OVH-QA","2024-12-01","3200000","3159626","3450402","0.92","0.99"
"COST000988","PRJ025","OVH-ADM","2025-01-01","900000","947084","975260","0.97","1.05"
"COST000989","PRJ025","LAB-MEP","2025-02-01","10700000","10245642","11346906","0.9","0.96"
"COST000990","PRJ025","MAT-CEM","2025-03-01","16800000","15094276","18352684","0.82","0.9"
"COST000991","PRJ025","MAT-BLK","2025-04-01","11300000","11388962","10357058","1.1","1.01"
"COST000992","PRJ025","EQP-PUMP","2025-05-01","3200000","3107178","3453706","0.9","0.97"
"COST000993","PRJ025","MAT-STEEL","2025-06-01","2900000","2302034","3521603","0.65","0.79"
"COST000994","PRJ025","SUB-FACADE","2025-07-01","16500000","14522874","15219307","0.95","0.88"
"COST000995","PRJ025","OVH-SITE","2025-08-01","10800000","10678872","11187117","0.95","0.99"
"COST000996","PRJ025","OVH-UTIL","2025-09-01","1400000","1451771","1443996","1.01","1.04"
"COST000997","PRJ025","LAB-REBR","2025-10-01","9300000","8998204","8410034","1.07","0.97"
"COST000998","PRJ025","LAB-SAF","2025-11-01","17700000","17196646","17184689","1","0.97"
"COST000999","PRJ025","MAT-AGG","2025-12-01","5400000","4938793","5521796","0.89","0.91"
"COST001000","PRJ025","EQP-CRANE","2026-01-01","11400000","10744660","11327340","0.95","0.94"
"COST001001","PRJ026","LAB-CARP","2024-11-01","13800000","12818366","13697381","0.94","0.93"
"COST001002","PRJ026","LAB-FIN","2024-12-01","5000000","4691838","5052270","0.93","0.94"
"COST001003","PRJ026","MAT-STEEL","2025-01-01","11500000","11252633","11645831","0.97","0.98"
"COST001004","PRJ026","MAT-FIN","2025-02-01","6100000","5617754","5995653","0.94","0.92"
"COST001005","PRJ026","EQP-EARTH","2025-03-01","8900000","9551886","8305012","1.15","1.07"
"COST001006","PRJ026","MAT-STEEL","2025-04-01","9200000","7361944","11647976","0.63","0.8"
"COST001007","PRJ026","SUB-WTR","2025-05-01","6600000","6105952","5870687","1.04","0.93"
"COST001008","PRJ026","OVH-QA","2025-06-01","16800000","17986800","15747991","1.14","1.07"
"COST001009","PRJ026","OVH-ADM","2025-07-01","2100000","2011363","2055072","0.98","0.96"
"COST001010","PRJ026","LAB-MEP","2025-08-01","3300000","2980763","3213307","0.93","0.9"
"COST001011","PRJ026","MAT-CEM","2025-09-01","5800000","5190146","5400680","0.96","0.89"
"COST001012","PRJ026","MAT-BLK","2025-10-01","9700000","8623879","10064247","0.86","0.89"
"COST001013","PRJ026","EQP-PUMP","2025-11-01","9800000","10136791","8831405","1.15","1.03"
"COST001014","PRJ026","EQP-SCAF","2025-12-01","7100000","7019558","6511016","1.08","0.99"
"COST001015","PRJ026","EQP-CRANE","2026-01-01","17600000","11668872","21140562","0.55","0.66"
"COST001016","PRJ026","OVH-SITE","2026-02-01","17300000","16552831","16115499","1.03","0.96"
"COST001017","PRJ026","OVH-UTIL","2026-03-01","1800000","1608417","1763472","0.91","0.89"
"COST001018","PRJ026","LAB-REBR","2026-04-01","6100000","5948153","5731703","1.04","0.98"
"COST001019","PRJ026","LAB-SAF","2026-05-01","17900000","18908392","19001602","1","1.06"
"COST001020","PRJ026","MAT-AGG","2026-06-01","2600000","2307396","2472180","0.93","0.89"
"COST001021","PRJ026","EQP-CRANE","2026-07-01","6900000","6113466","7310524","0.84","0.89"
"COST001022","PRJ026","EQP-GEN","2026-08-01","6100000","6214678","5430519","1.14","1.02"
"COST001023","PRJ026","SUB-MEP","2026-09-01","9400000","8859796","8583351","1.03","0.94"
"COST001024","PRJ026","SUB-STRC","2024-10-01","15300000","9577119","18024129","0.53","0.63"
"COST001025","PRJ026","OVH-HSE","2024-11-01","2900000","3064636","2853110","1.07","1.06"
"COST001026","PRJ026","LAB-CARP","2024-12-01","10500000","10152920","9299197","1.09","0.97"
"COST001027","PRJ026","LAB-FIN","2025-01-01","6500000","6211248","5837295","1.06","0.96"
"COST001028","PRJ026","MAT-STEEL","2025-02-01","15300000","14589208","15822304","0.92","0.95"
"COST001029","PRJ026","MAT-FIN","2025-03-01","8400000","8910667","8816168","1.01","1.06"
"COST001030","PRJ026","EQP-EARTH","2025-04-01","12700000","12372813","11738622","1.05","0.97"
"COST001031","PRJ026","SUB-STRC","2025-05-01","14800000","13685685","15397310","0.89","0.92"
"COST001032","PRJ026","SUB-WTR","2025-06-01","14500000","13612753","15692226","0.87","0.94"
"COST001033","PRJ026","MAT-STEEL","2025-07-01","7600000","6105782","10184548","0.6","0.8"
"COST001034","PRJ026","OVH-ADM","2025-08-01","8000000","7359859","8723425","0.84","0.92"
"COST001035","PRJ026","LAB-MEP","2025-09-01","12600000","13490427","12168832","1.11","1.07"
"COST001036","PRJ026","MAT-CEM","2025-10-01","11900000","10772620","12147202","0.89","0.91"
"COST001037","PRJ026","MAT-BLK","2025-11-01","5100000","5194670","4681361","1.11","1.02"
"COST001038","PRJ026","EQP-PUMP","2025-12-01","15600000","16533929","15553463","1.06","1.06"
"COST001039","PRJ026","EQP-SCAF","2026-01-01","7200000","6789631","6772039","1","0.94"
"COST001040","PRJ026","SUB-FACADE","2026-02-01","5300000","4871417","5256066","0.93","0.92"
"COST001041","PRJ027","MAT-AGG","2024-12-01","13800000","12385832","14921900","0.83","0.9"
"COST001042","PRJ027","EQP-CRANE","2025-01-01","10200000","10071723","9020769","1.12","0.99"
"COST001043","PRJ027","EQP-GEN","2025-02-01","17600000","18503490","15892975","1.16","1.05"
"COST001044","PRJ027","SUB-MEP","2025-03-01","16900000","17244022","18461651","0.93","1.02"
"COST001045","PRJ027","SUB-EXT","2025-04-01","13500000","12597383","14820615","0.85","0.93"
"COST001046","PRJ027","MAT-STEEL","2025-05-01","9600000","7203869","12972286","0.56","0.75"
"COST001047","PRJ027","LAB-CARP","2025-06-01","5300000","5229417","5150031","1.02","0.99"
"COST001048","PRJ027","LAB-FIN","2025-07-01","8100000","7484013","8007518","0.93","0.92"
"COST001049","PRJ027","MAT-STEEL","2025-08-01","17900000","17750455","16328177","1.09","0.99"
"COST001050","PRJ027","MAT-FIN","2025-09-01","10000000","9211053","9517913","0.97","0.92"
"COST001051","PRJ027","EQP-EARTH","2025-10-01","2500000","2687484","2598975","1.03","1.07"
"COST001052","PRJ027","SUB-STRC","2025-11-01","15100000","13865334","13559424","1.02","0.92"
"COST001053","PRJ027","SUB-WTR","2025-12-01","16200000","17123037","16798781","1.02","1.06"
"COST001054","PRJ027","OVH-QA","2026-01-01","2100000","2180307","1948479","1.12","1.04"
"COST001055","PRJ027","EQP-CRANE","2026-02-01","15600000","12618493","18494855","0.68","0.81"
"COST001056","PRJ027","LAB-MEP","2026-03-01","13400000","12549464","13794476","0.91","0.94"
"COST001057","PRJ027","MAT-CEM","2026-04-01","3600000","3346716","3599441","0.93","0.93"
"COST001058","PRJ027","MAT-BLK","2026-05-01","3900000","4105626","4106178","1","1.05"
"COST001059","PRJ027","EQP-PUMP","2026-06-01","11300000","11985649","12054757","0.99","1.06"
"COST001060","PRJ027","EQP-SCAF","2026-07-01","14700000","13423901","13890217","0.97","0.91"
"COST001061","PRJ027","SUB-FACADE","2026-08-01","7500000","7952938","7754937","1.03","1.06"
"COST001062","PRJ027","OVH-SITE","2026-09-01","4500000","4161410","4939582","0.84","0.92"
"COST001063","PRJ027","OVH-UTIL","2024-10-01","5400000","5015096","5499721","0.91","0.93"
"COST001064","PRJ027","SUB-STRC","2024-11-01","15200000","9942777","19521968","0.51","0.65"
"COST001065","PRJ027","LAB-SAF","2024-12-01","2600000","2646581","2814676","0.94","1.02"
"COST001066","PRJ027","MAT-AGG","2025-01-01","14200000","13616924","14176217","0.96","0.96"
"COST001067","PRJ027","EQP-CRANE","2025-02-01","12100000","11915149","12237753","0.97","0.98"
"COST001068","PRJ027","EQP-GEN","2025-03-01","17600000","16859595","18530589","0.91","0.96"
"COST001069","PRJ027","SUB-MEP","2025-04-01","5500000","4956549","5290305","0.94","0.9"
"COST001070","PRJ027","SUB-EXT","2025-05-01","4200000","3872667","4203103","0.92","0.92"
"COST001071","PRJ027","OVH-HSE","2025-06-01","1900000","1822781","2082638","0.88","0.96"
"COST001072","PRJ027","LAB-CARP","2025-07-01","2200000","1977387","2142967","0.92","0.9"
"COST001073","PRJ027","MAT-STEEL","2025-08-01","10100000","6669754","13590901","0.49","0.66"
"COST001074","PRJ027","MAT-STEEL","2025-09-01","4000000","3712080","3742899","0.99","0.93"
"COST001075","PRJ027","MAT-FIN","2025-10-01","3000000","3067870","2888992","1.06","1.02"
"COST001076","PRJ027","EQP-EARTH","2025-11-01","6700000","6937228","6776441","1.02","1.04"
"COST001077","PRJ027","SUB-STRC","2025-12-01","8500000","7846543","7936645","0.99","0.92"
"COST001078","PRJ027","SUB-WTR","2026-01-01","14500000","14603997","14702155","0.99","1.01"
"COST001079","PRJ027","OVH-QA","2026-02-01","6900000","7277132","6895942","1.06","1.05"
"COST001080","PRJ027","OVH-ADM","2026-03-01","1200000","1202068","1219158","0.99","1"
"COST001081","PRJ028","EQP-SCAF","2025-01-01","2200000","2296122","2390248","0.96","1.04"
"COST001082","PRJ028","SUB-FACADE","2025-02-01","7700000","6810371","8198651","0.83","0.88"
"COST001083","PRJ028","OVH-SITE","2025-03-01","3200000","3161383","3322135","0.95","0.99"
"COST001084","PRJ028","OVH-UTIL","2025-04-01","3400000","3423232","3148101","1.09","1.01"
"COST001085","PRJ028","LAB-REBR","2025-05-01","9000000","9157226","9891612","0.93","1.02"
"COST001086","PRJ028","MAT-STEEL","2025-06-01","6400000","4132178","8663968","0.48","0.65"
"COST001087","PRJ028","MAT-AGG","2025-07-01","17900000","18817596","19234814","0.98","1.05"
"COST001088","PRJ028","EQP-CRANE","2025-08-01","10200000","10126800","9952944","1.02","0.99"
"COST001089","PRJ028","EQP-GEN","2025-09-01","5500000","5159420","5003678","1.03","0.94"
"COST001090","PRJ028","SUB-MEP","2025-10-01","7300000","7083305","6888538","1.03","0.97"
"COST001091","PRJ028","SUB-EXT","2025-11-01","16600000","15527162","16146519","0.96","0.94"
"COST001092","PRJ028","OVH-HSE","2025-12-01","12100000","11649001","12225974","0.95","0.96"
"COST001093","PRJ028","LAB-CARP","2026-01-01","3000000","2874642","3295634","0.87","0.96"
"COST001094","PRJ028","LAB-FIN","2026-02-01","5600000","5253508","5024140","1.05","0.94"
"COST001095","PRJ028","EQP-CRANE","2026-03-01","4100000","2860554","4814239","0.59","0.7"
"COST001096","PRJ028","MAT-FIN","2026-04-01","17700000","18789017","19176618","0.98","1.06"
"COST001097","PRJ028","EQP-EARTH","2026-05-01","1900000","1837570","1913132","0.96","0.97"
"COST001098","PRJ028","SUB-STRC","2026-06-01","6000000","5841214","5868937","1","0.97"
"COST001099","PRJ028","SUB-WTR","2026-07-01","13300000","13349812","12392557","1.08","1"
"COST001100","PRJ028","OVH-QA","2026-08-01","13400000","11874894","12029734","0.99","0.89"
"COST001101","PRJ028","OVH-ADM","2026-09-01","4600000","4539647","4738620","0.96","0.99"
"COST001102","PRJ028","LAB-MEP","2024-10-01","11300000","10597152","10994173","0.96","0.94"
"COST001103","PRJ028","MAT-CEM","2024-11-01","14600000","13678686","13477504","1.01","0.94"
"COST001104","PRJ028","SUB-STRC","2024-12-01","8800000","6046534","11734003","0.52","0.69"
"COST001105","PRJ028","EQP-PUMP","2025-01-01","2600000","2420764","2849934","0.85","0.93"
"COST001106","PRJ028","EQP-SCAF","2025-02-01","17600000","18056778","16338072","1.11","1.03"
"COST001107","PRJ028","SUB-FACADE","2025-03-01","2400000","2233916","2212232","1.01","0.93"
"COST001108","PRJ028","OVH-SITE","2025-04-01","5300000","5122464","4932512","1.04","0.97"
"COST001109","PRJ028","OVH-UTIL","2025-05-01","8800000","9457439","9189820","1.03","1.07"
"COST001110","PRJ028","LAB-REBR","2025-06-01","12900000","13755783","13966334","0.98","1.07"
"COST001111","PRJ028","LAB-SAF","2025-07-01","2100000","1917706","1853819","1.03","0.91"
"COST001112","PRJ028","MAT-AGG","2025-08-01","1200000","1124008","1191715","0.94","0.94"
"COST001113","PRJ028","MAT-STEEL","2025-09-01","8500000","6837325","10193659","0.67","0.8"
"COST001114","PRJ028","EQP-GEN","2025-10-01","17400000","17266531","15983113","1.08","0.99"
"COST001115","PRJ028","SUB-MEP","2025-11-01","9800000","9860533","9282167","1.06","1.01"
"COST001116","PRJ028","SUB-EXT","2025-12-01","4700000","4374416","5110452","0.86","0.93"
"COST001117","PRJ028","OVH-HSE","2026-01-01","14000000","14752139","15367841","0.96","1.05"
"COST001118","PRJ028","LAB-CARP","2026-02-01","1300000","1292367","1163654","1.11","0.99"
"COST001119","PRJ028","LAB-FIN","2026-03-01","2300000","2245029","2253606","1","0.98"
"COST001120","PRJ028","MAT-STEEL","2026-04-01","10200000","9718641","10336066","0.94","0.95"
"COST001121","PRJ029","OVH-QA","2025-02-01","12500000","12463333","11169056","1.12","1"
"COST001122","PRJ029","OVH-ADM","2025-03-01","9500000","9697648","9558311","1.01","1.02"
"COST001123","PRJ029","LAB-MEP","2025-04-01","11700000","11077308","11184124","0.99","0.95"
"COST001124","PRJ029","MAT-CEM","2025-05-01","5900000","5480287","5973941","0.92","0.93"
"COST001125","PRJ029","MAT-BLK","2025-06-01","13000000","12261203","12608052","0.97","0.94"
"COST001126","PRJ029","MAT-STEEL","2025-07-01","15700000","9861094","21063871","0.47","0.63"
"COST001127","PRJ029","EQP-SCAF","2025-08-01","14200000","12793911","13858829","0.92","0.9"
"COST001128","PRJ029","SUB-FACADE","2025-09-01","5700000","5396619","5865182","0.92","0.95"
"COST001129","PRJ029","OVH-SITE","2025-10-01","8400000","7478941","8895547","0.84","0.89"
"COST001130","PRJ029","OVH-UTIL","2025-11-01","13200000","12237512","13364943","0.92","0.93"
"COST001131","PRJ029","LAB-REBR","2025-12-01","3600000","3265899","3260040","1","0.91"
"COST001132","PRJ029","LAB-SAF","2026-01-01","16200000","15601838","17487151","0.89","0.96"
"COST001133","PRJ029","MAT-AGG","2026-02-01","9800000","9665456","9186539","1.05","0.99"
"COST001134","PRJ029","EQP-CRANE","2026-03-01","12200000","11168345","11484538","0.97","0.92"
"COST001135","PRJ029","EQP-CRANE","2026-04-01","13800000","10049010","17481535","0.57","0.73"
"COST001136","PRJ029","SUB-MEP","2026-05-01","17000000","15723189","18388167","0.86","0.92"
"COST001137","PRJ029","SUB-EXT","2026-06-01","17200000","15567256","15162547","1.03","0.91"
"COST001138","PRJ029","OVH-HSE","2026-07-01","11400000","11368533","12205937","0.93","1"
"COST001139","PRJ029","LAB-CARP","2026-08-01","3200000","3112431","2882976","1.08","0.97"
"COST001140","PRJ029","LAB-FIN","2026-09-01","5200000","4856461","5125375","0.95","0.93"
"COST001141","PRJ029","MAT-STEEL","2024-10-01","6500000","6710791","5748640","1.17","1.03"
"COST001142","PRJ029","MAT-FIN","2024-11-01","12000000","11441100","10627218","1.08","0.95"
"COST001143","PRJ029","EQP-EARTH","2024-12-01","13500000","13952430","12640299","1.1","1.03"
"COST001144","PRJ029","SUB-STRC","2025-01-01","16200000","12133402","20289001","0.6","0.75"
"COST001145","PRJ029","SUB-WTR","2025-02-01","17600000","17045299","15636414","1.09","0.97"
"COST001146","PRJ029","OVH-QA","2025-03-01","12200000","11165675","11234685","0.99","0.92"
"COST001147","PRJ029","OVH-ADM","2025-04-01","16500000","15978734","18129813","0.88","0.97"
"COST001148","PRJ029","LAB-MEP","2025-05-01","8500000","7624161","7911387","0.96","0.9"
"COST001149","PRJ029","MAT-CEM","2025-06-01","6200000","6287930","5687870","1.11","1.01"
"COST001150","PRJ029","MAT-BLK","2025-07-01","4800000","5052207","4723767","1.07","1.05"
"COST001151","PRJ029","EQP-PUMP","2025-08-01","6100000","6506742","5973763","1.09","1.07"
"COST001152","PRJ029","EQP-SCAF","2025-09-01","5700000","5847516","5722523","1.02","1.03"
"COST001153","PRJ029","MAT-STEEL","2025-10-01","3900000","2543529","4550942","0.56","0.65"
"COST001154","PRJ029","OVH-SITE","2025-11-01","11500000","11258494","11533874","0.98","0.98"
"COST001155","PRJ029","OVH-UTIL","2025-12-01","15600000","16423264","16396769","1","1.05"
"COST001156","PRJ029","LAB-REBR","2026-01-01","4000000","4132276","3772542","1.1","1.03"
"COST001157","PRJ029","LAB-SAF","2026-02-01","12000000","10741368","12585137","0.85","0.9"
"COST001158","PRJ029","MAT-AGG","2026-03-01","15000000","13737894","15318968","0.9","0.92"
"COST001159","PRJ029","EQP-CRANE","2026-04-01","2800000","2530556","2828714","0.89","0.9"
